Line,Label
" Good news for George Herbert Walker Bush: As of today, he is no longer the biggest wimp ever to serve as President of the United States,  the commentator Ann Coulter, who has aggressively pushed Mr. Trump to keep his campaign promise on the wall, wrote on Twitter.",Informational
"On Capitol Hill, though, jittery lawmakers from both parties greeted the news with relief.",Neutral
"Mr. Trump relented as the effects of the shutdown were rippling with ever greater force across the economy, with fallout far beyond paychecks.",Neutral
"On Friday, air traffic controllers calling in sick slowed air traffic across the Northeast; hundreds of workers at the Internal Revenue Service also did not show up; and the F.B.I. director said he was as angry as he had ever been over his agents not being paid.",Neutral
" None of us are willing to go through this again,  said Senator Lisa Murkowski of Alaska, referring to a half-dozen Republicans who voted on Thursday for a Democratic measure to reopen the government for two weeks.",Neutral
 And it's not just a few of us. There are a great many in our conference that feel pretty strongly. ,Neutral
"Democrats, who declined to revel in their clear victory, said they would work in good faith to strike a deal on border security.",Neutral
They have raised their offer on border security funding considerably and toughened their rhetoric on stopping illegal immigration.,Neutral
"But Speaker Nancy Pelosi stated plainly that any compromise would not include money for a new border wall, which Democrats view as ineffective and overly costly even though many have supported border fencing in the past.",Neutral
" Have I not been clear on a wall?  Ms. Pelosi said at a news conference with Senator Chuck Schumer of New York, the Democratic leader.",Neutral
"The two have repeatedly said they would support allocating additional money for technology and increased patrols along the border, like the ones Mr. Trump referenced on Friday.",Neutral
"The cease-fire should pave the way for Mr. Trump to deliver his State of the Union address to Congress after all, but Ms. Pelosi said it would not be held this Tuesday, as originally scheduled.",Neutral
"She had rescinded her invitation this week to come to the House chamber until the government was reopened, and on Friday, she said she would work with Mr. Trump to find a new date.",Neutral
" The State of the Union is not planned now,  Ms. Pelosi said.",Neutral
 When government is open we will discuss a mutually agreeable date. ,Neutral
"As he announced the deal, Mr. Trump paid tribute to the federal workers who have endured five weeks without pay, expressing sympathy for them in a way he had not until now.",Informational
" You are fantastic people,  he said.",Neutral
He promised to ensure that workers would be compensated for the paychecks they have missed since the shutdown began in late December  very quickly or as soon as possible. ,Neutral
"To that effect, the Office of Management and Budget circulated a letter to affected agencies and departments on Friday afternoon instructing management to prepare for an  orderly reopening  and to prioritize pay and benefits for workers.",Neutral
But other costs will be more permanent.,Neutral
Many federal contractors do not expect to be repaid for their work during the shutdown.,Neutral
Its compounding effects will ultimately cost the federal government more money than if it was open.,Neutral
"And though the long-term economic damage caused by the shutdown remains to be seen, it appears that at the very least the short-term pain was more costly than a down payment on the border wall.",Informational
